id,dataset_id,description,description_chinese,translation_status,translation_error
74,caiso_storage_awards_fmm,"Energy and ancillary services awards to storage resources in CAISO in the Fifteen-Minute Market (FMM). Includes both Standalone and Hybrid storage resources.
Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer.","CAISO（加州独立系统运营商）内储能在十五分钟市场（FMM）中获得的能量和辅助服务中标量。包括独立储能和混合储能资源。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
75,caiso_storage_awards_ifm,"Hourly energy and ancillary services awards to storage resources in CAISO in the Integrated Forward Market (IFM). Includes both Standalone and Hybrid storage resources.
Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer.","CAISO（加州独立系统运营商）内储能在综合日前市场（IFM）中获得的小时级能量和辅助服务中标量。包括独立储能和混合储能资源。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
76,caiso_storage_awards_rtd,"Five-minute (RTD) energy awards to storage resources in CAISO. Includes both Standalone and Hybrid resources.
Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer.","CAISO（加州独立系统运营商）内储能在五分钟实时调度（RTD）中获得的能量中标量。包括独立储能和混合储能资源。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
77,caiso_storage_energy_awards_ruc,"Hourly RUC energy awards to storage resources in CAISO. Includes both Standalone and Hybrid resources. Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer.","CAISO（加州独立系统运营商）内储能在剩余机组承诺（RUC）中获得的小时级能量中标量。包括独立储能和混合储能资源。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
78,caiso_storage_energy_bids_fmm,"Energy bids for storage in CAISO from the fifteen-minute market (FMM). Includes values for both Standalone and Hybrid projects. 
Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer.","CAISO（加州独立系统运营商）内储能在十五分钟市场（FMM）中的能量报价。包含独立储能项目和混合储能项目的数值。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
79,caiso_storage_energy_bids_ifm,"Energy bids for storage in CAISO from the Integrated Forward Market (IFM). Includes values for both Standalone and Hybrid projects. Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer.","CAISO（加州独立系统运营商）内储能在综合日前市场（IFM）中的能量报价。包含独立储能项目和混合储能项目的数值。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
80,caiso_storage_soc_fmm,"Fifteen-minute market (FMM) storage state of charge in CAISO. This only includes standalone storage.

Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer.","CAISO（加州独立系统运营商）内储能在十五分钟市场（FMM）中的荷电状态。此数据仅包含独立储能。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
81,caiso_storage_soc_hourly,"Energy bids for storage in CAISO from the fifteen-minute market (FMM). Includes values for both Standalone and Hybrid projects. 
Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer.","CAISO（加州独立系统运营商）内储能在十五分钟市场（FMM）中的能量报价。包含独立储能项目和混合储能项目的数值。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
82,caiso_storage_soc_rtd,"Five-minute (RTD) storage state of charge in CAISO. This only includes standalone storage. Data from the CAISO Daily Energy Storage report is typically published only on weekdays, delayed by 1-2 days, and sometimes delayed 4 days or longer. ","CAISO（加州独立系统运营商）内储能在五分钟实时调度（RTD）中的荷电状态。此数据仅包含独立储能。

数据来源于CAISO每日储能报告，通常在仅工作日发布，延迟1-2天，有时可能延迟4天或更长时间。",done,
83,caiso_system_load_and_resource_schedules_day_ahead,"Day-ahead hourly CAISO system schedule. Includes generation, imports, and exports per TAC Area to balance the CAISO system.",CAISO（加州独立系统运营商）日前小时级系统调度计划。包含按TAC区域划分的发电量、进口电量和出口电量，以实现CAISO系统的平衡。,done,
84,caiso_system_load_and_resource_schedules_hasp,"HASP hourly CAISO system schedule. Includes generation, imports, and exports per TAC Area to balance the CAISO system.",HASP（小时前调度流程）下的小时级CAISO（加州独立系统运营商）系统调度计划。包含按TAC区域划分的发电量、进口电量和出口电量，以实现CAISO系统的平衡。,done,
85,caiso_system_load_and_resource_schedules_real_time_5_min,"Real-time 5-minute CAISO system schedule. Includes generation, imports, and exports per TAC Area to balance the CAISO system.",CAISO（加州独立系统运营商）实时五分钟系统调度计划。包含按TAC区域划分的发电量、进口电量和出口电量，以实现CAISO系统的平衡。,done,
86,caiso_system_load_and_resource_schedules_ruc,"RUC hourly CAISO system schedule. Includes generation, imports, and exports per TAC Area to balance the CAISO system.",RUC（剩余机组承诺）下的小时级CAISO（加州独立系统运营商）系统调度计划。包含按TAC区域划分的发电量、进口电量和出口电量，以实现CAISO系统的平衡。,done,
87,caiso_tie_flows_real_time_15_min,Fifteen-minute real-time CAISO tie data. Includes all transfers within the EIM.,CAISO（加州独立系统运营商）的十五分钟实时联络线数据。包含EIM（西部能源不平衡市场）内的所有电量传输。,done,
88,caiso_tie_flows_real_time_5_min,Five-minute real-time CAISO tie data. Includes all transfers within the EIM.,CAISO（加州独立系统运营商）的五分钟实时联络线数据。包含EIM（西部能源不平衡市场）内的所有电量传输。,done,
89,eia_ba_interchange_hourly,"Balancing Authority (BA) Interchange Data in hourly intervals as reported in the EIA-930 dataset. This dataset contains both ""to"" and ""from"" for each BA.

⚠️ For the most accurate and up to date ISO/RTO interchange data, we recommend using their respective datasets instead.

 📝 This dataset was utilized in *[SPP Expansion Provides a Blueprint for the Future of the Grid](https://blog.gridstatus.io/spp-expansion-west/)*

ℹ️ We recheck historical data for 30 days after publication in case of updates. Updates are applied only when the new values are non-null.","EIA-930数据集中报告的平衡区域（BA）小时级电量交换数据。该数据集包含每个BA的“送出”和“接收”方向数据。

⚠️ 为获取最准确和最新的ISO/RTO交换数据，我们建议使用各自区域的数据集。

 📝 该数据集被用于文章 SPP扩展为电网未来提供蓝图

ℹ️ 我们在数据发布后30天内会重新核对历史数据，以应对可能的更新。只有当新值为非空时才会应用更新。",done,
90,eia_co2_emissions,"Hourly emissions data for each EIA area. Includes Balancing Authorities and Regions. Emissions from generation, imports, and exports reported in metric tons. Emissions intensity reported in lbs/KWh","EIA（美国能源信息署）各区域的小时级排放数据。涵盖平衡区域和地理区域。
数据包含来自发电、进口和出口的排放量，单位为公吨。排放强度单位为磅/千瓦时。",done,
91,eia_fuel_mix_hourly,"Hourly fuel mix for all regions and balancing authorities in the United States as reported by the EIA-930 dataset.

ℹ️ EIA data can be delayed or revised. To avoid missing updates, we:
* Check for new data and revisions throughout the day for the previous 24 hours.
* At 04:00 UTC, recheck the past 30 days for any changes.
In both cases, updates are only applied when the new values are non-null.

⚠️ For the most accurate and up to date ISO/RTO fuel data, we recommend using their respective datasets instead.

📝 This dataset was utilized in *[SPP Expansion Provides a Blueprint for the Future of the Grid](https://blog.gridstatus.io/spp-expansion-west/)*
","EIA-930数据集报告的美国所有区域和平衡区域的小时级燃料结构数据。

ℹ️ EIA数据可能存在延迟或修订。为避免遗漏更新，我们采取以下措施：
* 全天持续检查前24小时的新数据和修订数据。
* 在UTC时间04:00，重新核对过去30天的数据以查找任何变更。
在上述两种情况下，只有当新值为非空时才会应用更新。

⚠️ 为获取最准确和最新的ISO/RTO燃料数据，我们建议使用各自区域的数据集。

📝 该数据集被用于文章 SPP扩展为电网未来提供蓝图",done,
92,eia_henry_hub_natural_gas_spot_prices_daily,"Natural Gas Spot and Futures Prices

- Spot prices are based on delivery at the Henry Hub in Louisiana
- Futures prices are official daily closing prices at 2:30 p.m. from the trading floor of the New York Mercantile Exchange (NYMEX) for a specific delivery month.

⚠️ This feed is refreshed once a week and does not include weekends and holidays.

**NOTE**: Futures prices do not extend beyond April 5, 2024","天然气现货和期货价格

- 现货价格基于路易斯安那州亨利枢纽（Henry Hub）的交割价格
- 期货价格为纽约商品交易所（NYMEX）交易大厅于下午2:30发布的特定交割月份的官方每日收盘价

⚠️ 此数据源每周刷新一次，不包含周末和节假日数据。

注意：期货价格数据不提供2024年4月5日之后的日期。",done,
